customer_id,occupation_type,declared_monthly_income,estimated_monthly_income
CUST000091,salaried,47416.666666666664,47507.492
CUST000092,business_owner,38166.666666666664,47032.117
CUST000093,business_owner,16916.666666666668,14818.471
CUST000094,salaried,33666.666666666664,35578.28
CUST000095,salaried,63833.333333333336,65626.88
CUST000096,salaried,61833.333333333336,64252.426
CUST000097,salaried,56416.666666666664,53650.402
CUST000098,salaried,51833.333333333336,53331.953
CUST000099,salaried,119916.66666666667,120020.92
CUST000100,salaried,141833.33333333334,138626.36
CUST000101,salaried,91250.0,86470.15
CUST000102,salaried,106583.33333333333,102611.414
CUST000103,salaried,115833.33333333333,113044.695
CUST000104,salaried,138750.0,136604.55
CUST000105,salaried,43000.0,44108.5
CUST000106,salaried,34250.0,35675.766
CUST000107,salaried,169416.66666666666,168855.3
CUST000108,salaried,47666.666666666664,48434.71
CUST000109,salaried,47166.666666666664,44929.695
CUST000110,self_employed,17750.0,26626.54
CUST000111,business_owner,31333.333333333332,31334.117
CUST000112,salaried,29833.333333333332,29984.33
CUST000113,salaried,34250.0,37688.734
CUST000114,self_employed,32333.333333333332,24860.477
CUST000115,self_employed,14750.0,34427.113
CUST000116,salaried,64333.333333333336,61057.35
CUST000117,salaried,70833.33333333333,73232.65
CUST000118,salaried,91500.0,93588.8
CUST000119,salaried,62833.333333333336,62451.582
CUST000120,salaried,61666.666666666664,64480.426
CUST000121,salaried,98583.33333333333,104010.14
CUST000122,salaried,93583.33333333333,93803.26
CUST000123,salaried,64250.0,61454.008
CUST000124,salaried,32250.0,32600.578
CUST000125,self_employed,36500.0,44501.996
CUST000126,salaried,42583.333333333336,41556.754
CUST000127,salaried,82666.66666666667,82731.19
CUST000128,salaried,76333.33333333333,76117.15
CUST000129,self_employed,16166.666666666666,19981.15
CUST000130,salaried,40333.333333333336,42433.84
CUST000131,salaried,43250.0,42689.008
CUST000132,salaried,43000.0,41752.07
CUST000133,self_employed,61083.333333333336,66207.22
CUST000134,self_employed,35666.666666666664,30047.553
CUST000135,business_owner,55500.0,90245.14
CUST000136,self_employed,26583.333333333332,24048.459
CUST000137,salaried,35000.0,31482.799
CUST000138,salaried,96000.0,98108.1
CUST000139,salaried,60666.666666666664,60437.586
CUST000140,self_employed,43916.666666666664,43738.285
CUST000141,salaried,37083.333333333336,35548.344
CUST000142,salaried,31833.333333333332,30605.918
CUST000143,business_owner,49166.666666666664,125602.81
CUST000144,salaried,29333.333333333332,29443.414
CUST000145,salaried,65666.66666666667,66454.87
CUST000146,salaried,121666.66666666667,137798.94
CUST000147,business_owner,27000.0,68067.78
CUST000148,business_owner,43833.333333333336,35232.883
CUST000149,salaried,82083.33333333333,87168.07
CUST000150,business_owner,55250.0,52433.0
CUST000151,business_owner,44416.666666666664,93059.64
CUST000152,self_employed,21916.666666666668,25784.021
CUST000153,business_owner,51750.0,37910.812
CUST000154,salaried,59166.666666666664,62594.32
CUST000155,self_employed,110416.66666666667,133066.42
CUST000156,salaried,39416.666666666664,39928.92
CUST000157,self_employed,33416.666666666664,56032.53
CUST000158,salaried,111166.66666666667,111728.79
CUST000159,self_employed,41416.666666666664,51777.79
CUST000160,business_owner,74166.66666666667,67708.61
CUST000161,salaried,73583.33333333333,74488.2
CUST000162,business_owner,91916.66666666667,54403.93
CUST000163,salaried,32666.666666666668,30673.816
CUST000164,salaried,73166.66666666667,75551.78
CUST000165,salaried,60416.666666666664,62381.008
CUST000166,self_employed,81750.0,109348.734
CUST000167,salaried,33500.0,29828.65
CUST000168,salaried,60250.0,64172.434
CUST000169,self_employed,39500.0,32973.523
CUST000170,salaried,75833.33333333333,76712.5
CUST000171,salaried,33916.666666666664,34401.76
CUST000172,business_owner,30166.666666666668,41289.066
CUST000173,self_employed,85250.0,93753.08
CUST000174,self_employed,199750.0,122470.125
CUST000175,salaried,99583.33333333333,97548.695
CUST000176,business_owner,38916.666666666664,43447.75
CUST000177,salaried,32833.333333333336,34159.355
CUST000178,salaried,33083.333333333336,34740.56
CUST000179,salaried,43166.666666666664,42864.918
CUST000180,salaried,79666.66666666667,78530.51
CUST000181,self_employed,91000.0,49337.35
CUST000182,self_employed,39500.0,32234.81
CUST000183,salaried,108500.0,96997.195
CUST000184,salaried,19750.0,20270.879
CUST000185,self_employed,32666.666666666668,34062.89
CUST000186,business_owner,24333.333333333332,30740.57
CUST000187,salaried,69833.33333333333,65665.47
CUST000188,salaried,92333.33333333333,93380.83
CUST000189,salaried,65583.33333333333,62413.67
CUST000190,salaried,77583.33333333333,74849.875
CUST000191,salaried,66083.33333333333,68343.48
CUST000192,salaried,41583.333333333336,43770.305
CUST000193,self_employed,46500.0,38722.184
CUST000194,salaried,57083.333333333336,57567.086
CUST000195,salaried,23583.333333333332,23372.291
CUST000196,salaried,58166.666666666664,58364.703
CUST000197,business_owner,40000.0,54558.31
CUST000198,salaried,61583.333333333336,66284.78
CUST000199,salaried,95083.33333333333,93460.8
CUST000200,salaried,95916.66666666667,97113.33
CUST000201,self_employed,62583.333333333336,58955.27
CUST000202,business_owner,52250.0,54550.28
CUST000203,salaried,47750.0,51832.914
CUST000204,salaried,65333.333333333336,68136.74
CUST000205,salaried,63083.333333333336,61722.01
CUST000206,self_employed,73583.33333333333,75637.55
CUST000207,business_owner,116666.66666666667,81566.766
CUST000208,salaried,44166.666666666664,41433.906
CUST000209,salaried,64083.333333333336,62671.406
CUST000210,self_employed,11083.333333333334,27034.254
CUST000211,self_employed,26000.0,27346.191
CUST000212,salaried,92333.33333333333,88394.23
CUST000213,salaried,98750.0,98463.055
CUST000214,salaried,64416.666666666664,62056.984
CUST000215,self_employed,108916.66666666667,89536.06
CUST000216,self_employed,46500.0,35358.367
CUST000217,self_employed,10833.333333333334,13838.001
CUST000218,self_employed,95416.66666666667,74254.18
CUST000219,salaried,22416.666666666668,22819.826
CUST000220,salaried,25916.666666666668,26229.49
CUST000221,salaried,47666.666666666664,51618.71
CUST000222,business_owner,67083.33333333333,53941.957
CUST000223,salaried,49500.0,49986.52
CUST000224,salaried,46750.0,42285.695
CUST000225,salaried,59333.333333333336,57797.74
CUST000226,self_employed,14916.666666666666,20796.873
CUST000227,self_employed,61583.333333333336,78160.164
CUST000228,self_employed,39583.333333333336,52135.332
CUST000229,salaried,73000.0,76061.484
CUST000230,business_owner,77500.0,44131.152
CUST000231,self_employed,153000.0,114393.586
CUST000232,self_employed,32166.666666666668,30224.883
CUST000233,self_employed,18916.666666666668,22023.924
CUST000234,business_owner,57166.666666666664,48199.47
CUST000235,business_owner,73916.66666666667,73608.54
CUST000236,salaried,68333.33333333333,74146.45
CUST000237,salaried,86583.33333333333,87981.17
CUST000238,salaried,77333.33333333333,75709.68
CUST000239,self_employed,36750.0,31460.018
CUST000240,self_employed,34083.333333333336,44435.04
CUST000241,salaried,48416.666666666664,53245.06
CUST000242,salaried,47000.0,49810.668
CUST000243,business_owner,27416.666666666668,46397.793
CUST000244,business_owner,24583.333333333332,60881.324
CUST000245,business_owner,121000.0,124045.51
CUST000246,salaried,33916.666666666664,32668.55
CUST000247,self_employed,43083.333333333336,34690.566
CUST000248,self_employed,15750.0,34216.188
CUST000249,salaried,91416.66666666667,92252.05
CUST000250,salaried,55250.0,55291.15
CUST000251,business_owner,125583.33333333333,111624.17
CUST000252,salaried,42916.666666666664,44760.33
CUST000253,salaried,93416.66666666667,92461.73
CUST000254,self_employed,20333.333333333332,47900.13
CUST000255,self_employed,36000.0,57487.12
CUST000256,salaried,86166.66666666667,85231.47
CUST000257,self_employed,60083.333333333336,63471.996
CUST000258,salaried,40166.666666666664,41029.3
CUST000259,self_employed,89416.66666666667,114237.0
CUST000260,salaried,37083.333333333336,39595.457
CUST000261,self_employed,21750.0,16379.31
CUST000262,self_employed,15500.0,31776.3
CUST000263,salaried,18750.0,18931.74
CUST000264,salaried,45833.333333333336,50925.15
CUST000265,self_employed,120416.66666666667,156657.23
CUST000266,salaried,20583.333333333332,20730.77
CUST000267,salaried,34333.333333333336,36800.254
CUST000268,salaried,81166.66666666667,76158.805
CUST000269,business_owner,153916.66666666666,125481.734
CUST000270,salaried,33750.0,34642.594
CUST000271,salaried,54416.666666666664,51277.75
CUST000272,business_owner,37416.666666666664,39935.383
CUST000273,salaried,159000.0,161347.95
CUST000274,salaried,54083.333333333336,55103.312
CUST000275,salaried,59083.333333333336,60551.566
CUST000276,salaried,67833.33333333333,73705.65
CUST000277,salaried,60833.333333333336,59564.336
CUST000278,self_employed,62000.0,54389.92
CUST000279,salaried,23666.666666666668,23913.725
CUST000280,self_employed,14583.333333333334,17047.615
CUST000281,salaried,70583.33333333333,67536.15
CUST000282,salaried,70166.66666666667,74939.93
CUST000283,salaried,43250.0,39167.074
CUST000284,salaried,75416.66666666667,77053.96
CUST000285,self_employed,44250.0,30606.504
CUST000286,salaried,60583.333333333336,63902.07
CUST000287,salaried,66833.33333333333,68915.93
CUST000288,salaried,51500.0,52170.31
CUST000289,self_employed,44000.0,66468.05
CUST000290,salaried,27666.666666666668,27019.729
CUST000291,self_employed,13750.0,33919.047
CUST000292,salaried,68833.33333333333,69523.59
CUST000293,salaried,61416.666666666664,63611.46
CUST000294,self_employed,32583.333333333332,83664.26
CUST000295,salaried,34000.0,32408.652
CUST000296,salaried,72083.33333333333,72760.1
CUST000297,business_owner,97250.0,112142.62
CUST000298,salaried,70416.66666666667,69907.5
CUST000299,salaried,56583.333333333336,58851.594
CUST000300,salaried,65833.33333333333,66245.33
CUST000301,salaried,67666.66666666667,67909.03
CUST000302,self_employed,37250.0,46511.27
CUST000303,salaried,145750.0,147738.06
CUST000304,business_owner,81500.0,68443.164
CUST000305,self_employed,94833.33333333333,65880.336
CUST000306,business_owner,75583.33333333333,52275.723
CUST000307,self_employed,15916.666666666666,23686.434
CUST000308,business_owner,63250.0,54953.555
CUST000309,self_employed,79166.66666666667,82512.0
CUST000310,salaried,148333.33333333334,150021.39
CUST000311,salaried,17916.666666666668,17664.475
CUST000312,self_employed,172083.33333333334,196277.19
CUST000313,salaried,65500.0,62009.363
CUST000314,self_employed,53750.0,93574.53
CUST000315,salaried,18500.0,18270.879
CUST000316,self_employed,52916.666666666664,58664.7
CUST000317,salaried,60416.666666666664,57348.246
CUST000318,business_owner,17166.666666666668,22251.957
CUST000319,salaried,14416.666666666666,14832.53
CUST000320,salaried,86500.0,83472.82
CUST000321,self_employed,62583.333333333336,61742.49
CUST000322,self_employed,56083.333333333336,64947.715
CUST000323,self_employed,28083.333333333332,45583.93
CUST000324,business_owner,54500.0,37638.68
CUST000325,salaried,88333.33333333333,94993.56
CUST000326,self_employed,33500.0,54856.86
CUST000327,salaried,54250.0,53015.93
CUST000328,salaried,111750.0,107660.94
CUST000329,salaried,53833.333333333336,58595.035
CUST000330,salaried,45750.0,50720.027
CUST000331,salaried,56750.0,54286.926
CUST000332,self_employed,50916.666666666664,52275.28
CUST000333,salaried,89583.33333333333,86548.836
CUST000334,business_owner,28750.0,39824.156
CUST000335,salaried,16000.0,16322.82
CUST000336,salaried,41416.666666666664,47087.637
CUST000337,self_employed,85333.33333333333,95575.76
CUST000338,salaried,88166.66666666667,87238.14
CUST000339,salaried,58750.0,56679.156
CUST000340,self_employed,32500.0,33269.082
CUST000341,salaried,59750.0,58509.188
CUST000342,salaried,46500.0,44901.93
CUST000343,self_employed,30583.333333333332,67073.01
CUST000344,salaried,104000.0,105083.63
CUST000345,self_employed,19916.666666666668,28989.441
CUST000346,self_employed,94416.66666666667,74241.19
CUST000347,salaried,34750.0,34004.438
CUST000348,salaried,53583.333333333336,55565.93
CUST000349,salaried,57500.0,65458.15
CUST000350,self_employed,88250.0,106303.91
CUST000351,salaried,46583.333333333336,47444.06
CUST000352,business_owner,30416.666666666668,45378.28
CUST000353,salaried,30000.0,32528.02
CUST000354,self_employed,12166.666666666666,21730.824
CUST000355,salaried,64833.333333333336,65264.836
CUST000356,salaried,56583.333333333336,55339.375
CUST000357,salaried,48833.333333333336,53585.83
CUST000358,salaried,70916.66666666667,75416.29
CUST000359,business_owner,51416.666666666664,25232.963
CUST000360,salaried,33083.333333333336,33245.633
CUST000361,salaried,43416.666666666664,42234.074
CUST000362,salaried,14666.666666666666,15589.986
CUST000363,salaried,49083.333333333336,50296.832
CUST000364,business_owner,30750.0,40091.59
CUST000365,business_owner,68916.66666666667,74329.74
CUST000366,business_owner,15666.666666666666,22644.168
CUST000367,salaried,78666.66666666667,83525.57
CUST000368,salaried,110333.33333333333,99931.266
CUST000369,self_employed,33500.0,46088.53
CUST000370,salaried,74916.66666666667,74276.664
CUST000371,self_employed,31833.333333333332,62062.49
CUST000372,salaried,47750.0,48401.08
CUST000373,salaried,41500.0,42249.7
CUST000374,business_owner,13500.0,22969.443
CUST000375,salaried,52833.333333333336,53064.51
CUST000376,business_owner,14083.333333333334,25213.613
CUST000377,salaried,73500.0,75838.305
CUST000378,salaried,45500.0,45047.41
CUST000379,salaried,33250.0,38213.066
CUST000380,salaried,57833.333333333336,57805.105
CUST000381,salaried,141083.33333333334,138589.27
CUST000382,salaried,77666.66666666667,80480.56
CUST000383,self_employed,34416.666666666664,42918.855
CUST000384,business_owner,23416.666666666668,27899.873
CUST000385,salaried,33916.666666666664,35461.426
CUST000386,salaried,157916.66666666666,146982.08
CUST000387,salaried,40500.0,39471.176
CUST000388,self_employed,94416.66666666667,101181.61
CUST000389,salaried,50166.666666666664,49343.668
CUST000390,salaried,106666.66666666667,103364.71
CUST000391,salaried,57250.0,51495.426
CUST000392,salaried,74500.0,71141.61
CUST000393,salaried,84833.33333333333,81771.49
CUST000394,salaried,43250.0,42165.08
CUST000395,business_owner,35500.0,80061.48
CUST000396,salaried,127166.66666666667,134561.92
CUST000397,salaried,49083.333333333336,52575.74
CUST000398,salaried,42916.666666666664,42292.715
CUST000399,salaried,29916.666666666668,28786.469
CUST000400,salaried,41250.0,48109.523
CUST000401,salaried,34666.666666666664,34896.344
CUST000402,salaried,61083.333333333336,60348.637
CUST000403,self_employed,11666.666666666666,32208.568
CUST000404,salaried,49666.666666666664,47822.44
CUST000405,business_owner,50500.0,30209.156
CUST000406,salaried,20500.0,22734.74
CUST000407,salaried,30000.0,31394.785
CUST000408,business_owner,28250.0,46950.83
CUST000409,self_employed,14500.0,37266.992
CUST000410,salaried,55916.666666666664,58806.49
CUST000411,self_employed,25666.666666666668,55770.742
CUST000412,salaried,80750.0,82653.14
CUST000413,salaried,69583.33333333333,66853.8
CUST000414,self_employed,85833.33333333333,95259.72
CUST000415,self_employed,34166.666666666664,27278.217
CUST000416,salaried,33166.666666666664,31009.748
CUST000417,self_employed,38333.333333333336,49170.453
CUST000418,salaried,56750.0,56706.945
CUST000419,salaried,59416.666666666664,60575.945
CUST000420,business_owner,17833.333333333332,17568.525
CUST000421,salaried,41666.666666666664,40561.79
CUST000422,salaried,60750.0,62859.418
CUST000423,salaried,45750.0,42108.902
CUST000424,salaried,69916.66666666667,73062.12
CUST000425,salaried,43583.333333333336,47638.836
CUST000426,business_owner,50166.666666666664,42963.473
CUST000427,self_employed,123666.66666666667,143139.56
CUST000428,self_employed,38583.333333333336,92423.125
CUST000429,salaried,34000.0,31218.834
CUST000430,salaried,36750.0,39262.418
CUST000431,salaried,103083.33333333333,107523.234
CUST000432,salaried,54000.0,51221.188
CUST000433,salaried,62083.333333333336,57986.434
CUST000434,self_employed,29833.333333333332,41817.758
CUST000435,business_owner,11333.333333333334,17461.686
CUST000436,salaried,71166.66666666667,70978.18
CUST000437,salaried,38166.666666666664,37126.414
CUST000438,self_employed,48083.333333333336,40413.387
CUST000439,salaried,24500.0,24351.404
CUST000440,business_owner,64333.333333333336,66540.734
CUST000441,salaried,56833.333333333336,57484.68
CUST000442,salaried,42416.666666666664,40878.133
CUST000443,salaried,54750.0,54798.434
CUST000444,business_owner,24583.333333333332,39926.523
CUST000445,salaried,88666.66666666667,89232.766
CUST000446,self_employed,60500.0,49536.36
CUST000447,salaried,42666.666666666664,39040.832
CUST000448,salaried,57250.0,57749.547
CUST000449,business_owner,21416.666666666668,52160.254
CUST000450,salaried,50666.666666666664,53012.742
CUST000451,salaried,36416.666666666664,37968.46
CUST000452,salaried,48250.0,53713.97
CUST000453,business_owner,36750.0,37376.59
CUST000454,salaried,71416.66666666667,72265.89
CUST000455,salaried,49416.666666666664,50470.46
CUST000456,business_owner,24916.666666666668,19458.902
CUST000457,self_employed,44583.333333333336,58660.867
CUST000458,business_owner,135166.66666666666,134834.19
CUST000459,self_employed,68416.66666666667,94811.86
CUST000460,self_employed,19833.333333333332,22493.873
CUST000461,salaried,44333.333333333336,45490.41
CUST000462,salaried,47666.666666666664,49564.06
CUST000463,self_employed,21250.0,43422.945
CUST000464,self_employed,30000.0,50225.73
CUST000465,business_owner,28666.666666666668,37057.77
CUST000466,salaried,34500.0,35464.395
CUST000467,salaried,58500.0,58578.223
CUST000468,salaried,40750.0,41249.668
CUST000469,self_employed,43750.0,34254.06
CUST000470,salaried,45250.0,43104.258
CUST000471,self_employed,36750.0,47604.094
CUST000472,salaried,54666.666666666664,54636.906
CUST000473,salaried,78000.0,76297.35
CUST000474,salaried,26750.0,26539.775
CUST000475,self_employed,24083.333333333332,26339.955
CUST000476,business_owner,44250.0,56357.008
CUST000477,salaried,46583.333333333336,48409.195
CUST000478,salaried,78416.66666666667,78023.64
CUST000479,salaried,17833.333333333332,18204.357
CUST000480,salaried,62000.0,63099.74
CUST000481,salaried,24666.666666666668,25387.045
CUST000482,business_owner,35000.0,25559.025
CUST000483,business_owner,63416.666666666664,58199.637
CUST000484,salaried,20750.0,19299.072
CUST000485,salaried,86666.66666666667,85314.1
CUST000486,salaried,73250.0,81579.31
CUST000487,salaried,24250.0,27093.756
CUST000488,salaried,33250.0,31886.809
CUST000489,self_employed,61333.333333333336,55078.387
CUST000490,salaried,179333.33333333334,176382.89
CUST000491,self_employed,61083.333333333336,91464.02
CUST000492,salaried,96416.66666666667,92506.92
CUST000493,self_employed,29166.666666666668,45460.297
CUST000494,self_employed,10416.666666666666,22904.398
CUST000495,salaried,63916.666666666664,71769.78
CUST000496,salaried,105416.66666666667,105271.04
CUST000497,self_employed,21250.0,19113.533
CUST000498,self_employed,12833.333333333334,18776.68
CUST000499,salaried,28083.333333333332,26697.234
CUST000500,salaried,60583.333333333336,61468.836
CUST000501,salaried,57416.666666666664,56657.613
CUST000502,self_employed,10416.666666666666,24015.8
CUST000503,self_employed,47666.666666666664,49121.61
CUST000504,salaried,29583.333333333332,32085.084
CUST000505,self_employed,32083.333333333332,36083.45
CUST000506,self_employed,42833.333333333336,31557.531
CUST000507,self_employed,46250.0,54308.812
CUST000508,salaried,27916.666666666668,26066.549
CUST000509,salaried,69750.0,71136.67
CUST000510,salaried,74333.33333333333,73074.016
CUST000511,salaried,58250.0,61974.203
CUST000512,salaried,89333.33333333333,87458.445
CUST000513,salaried,65333.333333333336,63268.785
CUST000514,salaried,44583.333333333336,45326.395
CUST000515,self_employed,42083.333333333336,45482.84
CUST000516,salaried,23666.666666666668,23114.465
CUST000517,self_employed,45750.0,33464.285
CUST000518,salaried,60750.0,58237.945
CUST000519,salaried,31416.666666666668,31399.447
CUST000520,salaried,30166.666666666668,27602.201
CUST000521,self_employed,10750.0,23849.516
CUST000522,self_employed,21916.666666666668,18563.418
CUST000523,salaried,41916.666666666664,39918.47
CUST000524,self_employed,28833.333333333332,51120.523
CUST000525,salaried,68416.66666666667,66250.31
CUST000526,salaried,66333.33333333333,65946.805
CUST000527,salaried,31166.666666666668,30375.328
CUST000528,salaried,76833.33333333333,69259.0
CUST000529,salaried,46000.0,46215.67
CUST000530,business_owner,37500.0,51801.766
CUST000531,salaried,53750.0,51084.56
CUST000532,salaried,24083.333333333332,22903.932
CUST000533,salaried,67916.66666666667,66397.07
CUST000534,salaried,69166.66666666667,70338.97
CUST000535,salaried,89750.0,84978.555
CUST000536,business_owner,41250.0,51746.88
CUST000537,self_employed,16166.666666666666,23396.104
CUST000538,salaried,68083.33333333333,72556.35
CUST000539,self_employed,48500.0,62957.535
CUST000540,salaried,56000.0,55227.438
CUST000541,salaried,31416.666666666668,31035.588
CUST000542,salaried,27416.666666666668,29199.178
CUST000543,salaried,19916.666666666668,20315.654
CUST000544,salaried,78000.0,78583.26
CUST000545,self_employed,48083.333333333336,83068.61
CUST000546,salaried,133416.66666666666,134715.39
CUST000547,business_owner,36833.333333333336,38429.32
CUST000548,self_employed,87000.0,92800.55
CUST000549,self_employed,54083.333333333336,66556.24
CUST000550,self_employed,24250.0,21979.607
CUST000551,business_owner,31416.666666666668,25723.137
CUST000552,salaried,57916.666666666664,59182.938
CUST000553,salaried,69583.33333333333,68446.555
CUST000554,salaried,26333.333333333332,26217.27
CUST000555,business_owner,29500.0,62905.73
CUST000556,salaried,46333.333333333336,49986.17
CUST000557,salaried,19416.666666666668,20377.115
CUST000558,self_employed,51000.0,46104.65
CUST000559,salaried,102833.33333333333,103446.945
CUST000560,business_owner,54250.0,42491.508
CUST000561,salaried,59333.333333333336,59113.645
CUST000562,salaried,54166.666666666664,54755.066
CUST000563,salaried,31750.0,31887.695
CUST000564,salaried,28833.333333333332,29248.074
CUST000565,salaried,30166.666666666668,30845.22
CUST000566,salaried,74250.0,76290.086
CUST000567,salaried,43000.0,41685.26
CUST000568,self_employed,25833.333333333332,19947.51
CUST000569,business_owner,19750.0,45209.773
CUST000570,salaried,18166.666666666668,17859.312
CUST000571,salaried,36333.333333333336,35235.06
CUST000572,salaried,79583.33333333333,76023.67
CUST000573,business_owner,238083.33333333334,202591.66
CUST000574,self_employed,36916.666666666664,49285.434
CUST000575,salaried,58916.666666666664,59242.082
CUST000576,salaried,50833.333333333336,51445.344
CUST000577,business_owner,122916.66666666667,64651.312
CUST000578,business_owner,49750.0,57067.484
CUST000579,salaried,34083.333333333336,34726.387
CUST000580,self_employed,39333.333333333336,32416.807
CUST000581,salaried,34416.666666666664,35649.14
CUST000582,salaried,97250.0,97120.42
CUST000583,self_employed,28583.333333333332,62344.992
CUST000584,salaried,27583.333333333332,28339.758
CUST000585,salaried,45583.333333333336,43131.953
CUST000586,business_owner,25250.0,19650.97
CUST000587,self_employed,25250.0,54086.082
CUST000588,salaried,26583.333333333332,29359.762
CUST000589,self_employed,20416.666666666668,24705.967
CUST000590,self_employed,50500.0,53554.758
CUST000591,salaried,49833.333333333336,50116.96
CUST000592,business_owner,36833.333333333336,43896.035
CUST000593,self_employed,48666.666666666664,75392.05
CUST000594,salaried,84416.66666666667,79970.125
CUST000595,salaried,59833.333333333336,59713.742
CUST000596,self_employed,15083.333333333334,38172.71
CUST000597,business_owner,40583.333333333336,26997.0
CUST000598,salaried,118416.66666666667,114677.32
CUST000599,salaried,51000.0,50631.195
CUST000600,self_employed,52500.0,45804.043
CUST000601,salaried,86166.66666666667,87101.75
CUST000602,salaried,171250.0,169615.97
CUST000603,business_owner,30583.333333333332,67758.625
CUST000604,self_employed,29500.0,34860.957
CUST000605,business_owner,67333.33333333333,78484.54
CUST000606,self_employed,75583.33333333333,81684.375
CUST000607,salaried,91583.33333333333,88416.11
CUST000608,business_owner,15666.666666666666,25272.936
CUST000609,salaried,29666.666666666668,30539.027
CUST000610,salaried,22500.0,22676.977
CUST000611,business_owner,101916.66666666667,99737.414
CUST000612,self_employed,39750.0,44068.8
CUST000613,business_owner,13000.0,13918.127
CUST000614,salaried,114416.66666666667,117231.06
CUST000615,business_owner,25500.0,38660.47
CUST000616,self_employed,98166.66666666667,48064.137
CUST000617,self_employed,27833.333333333332,31433.506
CUST000618,business_owner,53916.666666666664,55537.234
CUST000619,salaried,97166.66666666667,91020.25
CUST000620,self_employed,38416.666666666664,32291.945
CUST000621,self_employed,22833.333333333332,26016.61
