customer_id,avg_monthly_credit,income_cv,income_stability_index,emi_to_income_ratio,rent_to_income_ratio,discretionary_to_income_ratio,bounce_count,window_dressing_flag,total_txn_count,avg_txn_amount,count_salary,count_business_income
CUST000071,90414.90722222223,0.47314939284662794,0.6788177796874072,0.12196424123349915,0.2545013702355732,0.09679109393176333,1.0,0,276,8688.514855072464,0.0,95.0
CUST000072,60709.60444444445,0.051278072762054434,0.9512231120474813,0.13274070271582875,0.25049262752567575,0.0964296990972177,1.0,0,212,7628.820660377359,18.0,0.0
CUST000073,77312.90388888889,0.5070996056562487,0.6635261506584774,0.0,0.0,0.11003283935058505,0.0,0,234,6601.527863247863,0.0,88.0
CUST000074,102840.43277777778,0.38287994094288247,0.7231285742117097,0.0,0.23124166376433686,0.11023166045170767,0.0,0,283,8774.694522968197,0.0,92.0
CUST000075,47358.40666666666,0.2999605890381592,0.7692540900335294,0.0,0.2484495302324126,0.07184939311255921,0.0,0,231,4872.253506493506,0.0,92.0
CUST000076,75939.29722222223,0.042995352339502295,0.9587770432120707,0.11874387828845898,0.0,0.0854294769868638,0.0,0,163,10098.119079754602,18.0,0.0
CUST000077,65268.32555555555,0.04286329204514231,0.9588984554619006,0.12847518192974772,0.24676656584128703,0.077845918897567,0.0,0,172,9925.17895348837,18.0,0.0
CUST000078,23425.056111111113,0.3613405770306758,0.7345700384404735,0.0,0.0,0.06444315169552185,1.0,0,191,2351.897853403141,0.0,85.0
CUST000079,45179.13411764706,0.2519982110649418,0.7987231859935376,0.0,0.0,0.08652980720095044,0.0,0,146,5715.781438356165,18.0,0.0
CUST000080,110385.86222222222,0.047800931041350546,0.9543797589549344,0.0,0.24664134726753856,0.10541783249296136,0.0,0,197,13636.89304568528,18.0,0.0
CUST000081,42435.96722222222,0.05654488273745951,0.9464813244933293,0.0,0.24997453352627064,0.0847255605671295,2.0,0,172,5931.304360465117,18.0,0.0
CUST000082,52577.38,0.052726487013768225,0.9499143531922184,0.0,0.26044899071721633,0.09742333849440366,1.0,0,182,7064.702307692307,18.0,0.0
CUST000083,40056.843888888885,0.047429132419003386,0.9547185284894001,0.26189680528860665,0.2321790787339309,0.07301419805928851,0.0,0,202,5593.605396039604,18.0,0.0
CUST000084,65122.034999999996,0.06136725133811743,0.9421809451339782,0.0,0.23445063990671944,0.09339446744527836,0.0,0,176,8843.724772727273,18.0,0.0
CUST000085,47938.97944444444,0.052675764777327515,0.94996012396232,0.378038073702561,0.25241444960533915,0.07556072179397785,1.0,0,208,7078.872596153846,18.0,0.0
CUST000086,91572.87777777779,0.039865939593193726,0.9616624238997676,0.0,0.0,0.10045004834643541,1.0,0,173,10487.438265895953,18.0,0.0
CUST000087,49001.52222222222,0.2680765212555243,0.7885959429403351,0.12648583252629114,0.0,0.0895775460036729,1.0,0,247,4344.4896761133605,0.0,97.0
CUST000088,60420.00555555556,0.049917507316742764,0.9524557815553374,0.0,0.0,0.08828752544342147,1.0,0,159,7447.19534591195,18.0,0.0
CUST000089,54404.29277777778,0.04757440363042237,0.954586133962847,0.14017680610518,0.26018275702447374,0.09048930544461631,3.0,0,197,7418.507918781726,18.0,0.0
CUST000090,162834.09277777778,0.034280291338966234,0.9668558981293288,0.1250549438754409,0.0,0.11598458358606019,1.0,0,219,16612.51095890411,18.0,0.0
CUST000091,47236.65111111111,0.060523594338894385,0.9429304593863153,0.11580460379800188,0.0,0.0849282146401102,0.0,0,147,6945.134353741497,18.0,0.0
CUST000092,57293.528333333335,0.4209980802822446,0.7037307184830086,0.0,0.0,0.07882250536518325,0.0,0,230,4837.268956521741,0.0,94.0
CUST000093,20299.75611111111,0.3869212518082242,0.721021470178088,0.12142827879076051,0.24379425357628137,0.07648958891432768,0.0,0,263,2003.0238783269963,0.0,106.0
CUST000094,34897.095,0.06191797389115436,0.9416923195449172,0.0,0.24739582350781794,0.08571845306894457,0.0,0,158,5299.953670886075,18.0,0.0
CUST000095,66315.22,0.04534086625790251,0.9566257593848664,0.0,0.2537625182005311,0.08573382969667866,1.0,0,169,9464.208994082841,18.0,0.0
CUST000096,67646.23470588235,0.24350777899503853,0.8041767143653629,0.37886495469392634,0.0,0.089381888904577,0.0,0,209,8078.771770334927,18.0,0.0
CUST000097,54720.301666666666,0.04734076696343978,0.954799079290406,0.13655705662685036,0.0,0.09587074543316713,0.0,0,176,6897.152159090911,18.0,0.0
CUST000098,54824.16888888889,0.05130167403665376,0.951201757493953,0.13834468220747412,0.2546171343895531,0.0755598524349115,2.0,0,182,7967.780164835165,18.0,0.0
CUST000099,120892.73555555557,0.06259737197867343,0.9410902251131017,0.13030957599492557,0.23979504438930443,0.0932582457716281,0.0,0,201,15842.68119402985,18.0,0.0
CUST000100,128130.51000000001,0.06019040872683177,0.9432267937614023,0.2582327191236498,0.26528126586625533,0.13183122167129957,0.0,0,253,15090.134624505927,18.0,0.0
CUST000101,86885.19222222222,0.05336438042619376,0.9493391067537309,0.0,0.24258411224221776,0.1022623622363064,0.0,0,195,10785.899487179488,18.0,0.0
CUST000102,103083.18833333334,0.061108259787686026,0.9424109093261483,0.0,0.0,0.10529610068597293,0.0,0,174,11786.632356321838,18.0,0.0
CUST000103,116321.59388888889,0.04343879909917845,0.9583695765034997,0.12877536366862313,0.0,0.10534953744544298,0.0,0,195,13251.265435897434,18.0,0.0
CUST000104,136822.80611111113,0.05369078172146794,0.9490450304274745,0.13000022076404083,0.24584407429705177,0.12226649138345605,0.0,0,234,15767.363205128206,18.0,0.0
CUST000105,50863.572222222225,0.5104598051773869,0.6620500569245938,0.11886226586741896,0.22883187629478988,0.0705896809144025,1.0,1,177,7337.824915254238,18.0,0.0
CUST000106,35102.95277777778,0.04571800201310514,0.9562807545388969,0.26364584872291924,0.0,0.08020843134199773,2.0,0,165,5153.042424242424,18.0,0.0
CUST000107,166717.69722222222,0.05276444638557141,0.9498801022710007,0.0,0.24590550449961399,0.12880896417531892,0.0,0,230,17936.548478260866,18.0,0.0
CUST000108,49712.09588235294,0.23355665923277447,0.8106640197799768,0.383601976477189,0.251341148916497,0.0731868748762211,0.0,0,204,7076.226862745099,18.0,0.0
CUST000109,45794.429444444446,0.05417692291107845,0.9486073715582101,0.12507192013759363,0.0,0.07719581565312414,1.0,0,154,6437.472402597403,18.0,0.0
CUST000110,32097.575555555555,0.35620011161810566,0.7373543118256219,0.0,0.24709884630261794,0.07484049158714584,1.0,0,241,3171.33244813278,0.0,103.0
CUST000111,37043.906111111115,0.26107926806539544,0.7929715643760336,0.1256149178292648,0.0,0.07381830428819519,1.0,0,249,3214.8404417670686,0.0,107.0
CUST000112,29494.247777777775,0.061974696802778305,0.9416420212370769,0.0,0.0,0.08968485116664746,0.0,0,132,4382.650227272727,18.0,0.0
CUST000113,37961.21555555556,0.052151298794700776,0.9504336506979147,0.0,0.25005608063013085,0.07101299062721736,1.0,0,149,6060.892013422819,18.0,0.0
CUST000114,30556.114444444447,0.36873956194171104,0.7305991788396818,0.0,0.2335367284009314,0.07245292931551106,0.0,0,217,3310.172580645161,0.0,79.0
CUST000115,45058.183333333334,0.6315353630150475,0.6129195987220395,0.12063858667675732,0.0,0.08951146252505865,0.0,1,269,3648.657732342007,0.0,107.0
CUST000116,63511.13444444444,0.05393116650142342,0.9488285684913839,0.0,0.24039649145685235,0.0826466893705305,1.0,0,178,8500.43331460674,18.0,0.0
CUST000117,72171.72111111111,0.05372451596278078,0.9490146474254771,0.2529867230700039,0.0,0.10239360602750085,0.0,0,210,8384.582666666665,18.0,0.0
CUST000118,92640.365,0.05289424317579731,0.9497630046715283,0.0,0.24839341540446938,0.08267867659823856,2.0,0,157,14143.159554140126,18.0,0.0
CUST000119,63126.492222222216,0.04261257401702382,0.9591290426770471,0.40561166580475827,0.0,0.078036025480621,0.0,0,198,8514.315858585858,18.0,0.0
CUST000120,66135.59222222221,0.04645541101946813,0.9556068891896591,0.0,0.23302450875627853,0.08069521919723407,0.0,0,156,10025.034487179486,18.0,0.0
CUST000121,114426.57222222222,0.03620177452435716,0.9650630066321062,0.12949765019129444,0.0,0.09997628755908143,1.0,0,189,13400.371164021166,18.0,0.0
CUST000122,94081.04294117646,0.20832694417334274,0.8275905828485302,0.12661860059787128,0.24719585785404177,0.09328488023901646,0.0,0,188,12481.09579787234,18.0,0.0
CUST000123,61707.92722222222,0.04788110668666622,0.9543067372995556,0.0,0.24439527033934386,0.10275748022253471,0.0,0,192,7793.437864583335,18.0,0.0
CUST000124,33440.40388888889,0.053095797046268565,0.9495812278472745,0.27014300249264334,0.24497896564812555,0.09505998955654558,1.0,0,209,4639.152535885168,18.0,0.0
CUST000125,52350.79111111111,0.33888878578792414,0.7468880243189944,0.0,0.2408855351692446,0.07101626735472022,1.0,0,238,5196.108529411763,0.0,92.0
CUST000126,40790.56333333333,0.06536902991743414,0.9386418901978968,0.14001981721970716,0.24098260253930737,0.0870337330472432,2.0,0,184,5861.071902173913,18.0,0.0
CUST000127,85146.39555555554,0.05284522913483549,0.9498072198339536,0.0,0.0,0.08683428838561393,1.0,0,156,10680.578974358974,18.0,0.0
CUST000128,75210.52944444444,0.04136182647269864,0.9602810229631716,0.0,0.25343972781352503,0.08102915377104446,1.0,0,168,10755.19267857143,18.0,0.0
CUST000129,20169.156666666666,0.30446683155191473,0.7665967242803002,0.0,0.0,0.07508056443278821,0.0,0,199,1961.3187437185932,0.0,99.0
CUST000130,43305.115,0.03777506990856436,0.9635999447241562,0.0,0.24783950656483267,0.08020879545317249,1.0,0,160,6471.4864375,18.0,0.0
CUST000131,43117.389444444445,0.04305263594137567,0.9587243879571621,0.0,0.24966261034588247,0.08578169563218634,0.0,0,168,6169.379166666667,18.0,0.0
CUST000132,43128.762777777774,0.058202017691800285,0.944999143151557,0.0,0.24055118514425788,0.07784909150535567,0.0,0,159,6437.091257861635,18.0,0.0
CUST000133,75460.22333333333,0.37384770885321805,0.7278827147695451,0.0,0.0,0.084779838608423,1.0,0,231,6381.369393939394,0.0,101.0
CUST000134,39474.50777777778,0.3746867975077229,0.7274384258385097,0.0,0.23246485066297498,0.07312667356600915,2.0,0,260,3571.4770384615385,0.0,112.0
CUST000135,100571.76833333334,0.263284786793102,0.7915871468210578,0.2245871760908295,0.0,0.09475196604074602,2.0,0,279,8564.088745519713,0.0,98.0
CUST000136,28327.195555555558,0.4636568235060544,0.6832202630699953,0.13441096024095572,0.0,0.07002463984747127,1.0,0,215,2858.343627906976,0.0,91.0
CUST000137,31797.157777777775,0.04364705491688788,0.9581783374836775,0.0,0.256048985789855,0.07823606316735088,2.0,0,163,4692.845337423313,18.0,0.0
CUST000138,99099.84388888889,0.049490062765172864,0.9528437052231085,0.0,0.252724660924037,0.11275014397797094,0.0,0,186,13095.323225806453,18.0,0.0
CUST000139,60038.596666666665,0.04388524123362624,0.9579597071592236,0.12379570756493179,0.0,0.09806162284087734,0.0,0,179,7376.842402234637,18.0,0.0
CUST000140,57969.54722222222,0.58517166794511,0.6308465008690952,0.22047247316682606,0.0,0.07812969041168503,0.0,1,256,5293.081367187499,0.0,93.0
CUST000141,35080.43777777778,0.0385064437778667,0.9629213241684006,0.12629720128286756,0.0,0.076796504566616,1.0,0,151,5035.231125827814,18.0,0.0
CUST000142,30402.25,0.048014568074907095,0.9541852093114461,0.2674456112075038,0.0,0.08176659074026867,1.0,0,175,4220.351485714285,18.0,0.0
CUST000143,129374.55166666665,0.3722605775676134,0.7287245704985127,0.0,0.2606077694491463,0.17606127785915723,0.0,0,333,10046.941291291292,0.0,101.0
CUST000144,29322.551111111112,0.047014748999784604,0.9550963832699608,0.13270582489866728,0.0,0.08114010922802836,0.0,0,155,4133.387548387097,18.0,0.0
CUST000145,66914.43666666666,0.0519523073965486,0.9506134384313257,0.12781172300752308,0.25469839235655395,0.10115098397716635,0.0,0,198,9025.304242424241,18.0,0.0
CUST000146,134801.855,0.05080521982197213,0.9516511539307164,0.0,0.25081632675686183,0.11693024056184785,0.0,0,208,15955.509326923075,18.0,0.0
CUST000147,74805.085,0.3059527106758808,0.7657245104093099,0.0,0.0,0.08690404461734713,0.0,0,217,6744.272304147465,0.0,96.0
CUST000148,39068.19333333333,0.4778095150132985,0.6766771967840532,0.0,0.0,0.08544879389525563,0.0,0,208,3669.795288461539,0.0,95.0
CUST000149,89980.8611764706,0.2700595734494083,0.7873646409231482,0.13237988308415702,0.0,0.10385877875310792,1.0,0,202,9364.26683168317,18.0,0.0
CUST000150,62670.25833333334,0.37175677839366456,0.7289922060170214,0.10627470686188065,0.211808099828321,0.07995217295391713,0.0,0,268,5884.603880597016,0.0,103.0
CUST000151,103437.14166666666,0.36012817549829124,0.7352248251409422,0.0,0.26640482755885214,0.10173006037402588,1.0,0,275,9264.362000000001,0.0,107.0
CUST000152,29507.874444444446,0.4758134998020096,0.6775923923545603,0.0,0.3001566775753682,0.09094975288517149,1.0,0,248,2980.715766129032,0.0,97.0
CUST000153,42762.47777777778,0.3420592474685151,0.7451235866719514,0.1282359041142767,0.2731794462590906,0.09176977064264283,0.0,0,256,4489.614531249999,0.0,99.0
CUST000154,62246.481111111105,0.033307703907940606,0.9677659386628283,0.0,0.25651972151643093,0.09287033682028933,1.0,0,179,8450.078770949722,18.0,0.0
CUST000155,151335.73277777777,0.3053370140751691,0.766085684552889,0.1391351838294458,0.261707957721478,0.13020076968750266,0.0,0,316,13198.195379746836,0.0,88.0
CUST000156,40372.06722222222,0.062341884950200835,0.9413165518244409,0.1266750425531426,0.0,0.09568562950723314,2.0,0,188,4731.260372340425,18.0,0.0
CUST000157,67902.74500000001,0.31909542880933833,0.7580952660131913,0.11453397224384831,0.0,0.08492408272056355,1.0,0,256,5729.3605078125,0.0,90.0
CUST000158,115347.41055555554,0.04806758442338378,0.9541369419894528,0.0,0.0,0.10017154505404566,1.0,0,174,13129.26442528736,18.0,0.0
CUST000159,64942.74722222222,0.5731906614508312,0.6356508619735753,0.23000602795907116,0.0,0.0797128359513587,0.0,1,272,5628.7549264705885,0.0,93.0
CUST000160,82622.78,0.2409356701642578,0.8058435453528658,0.12982053967306462,0.0,0.09417911810224197,0.0,0,275,6619.434836363635,0.0,97.0
CUST000161,72265.36833333333,0.03513129162735553,0.9660610282854798,0.0,0.0,0.09194238829459905,1.0,0,144,9866.465763888888,18.0,0.0
CUST000162,65142.65833333334,0.33728860643639663,0.7477817392498374,0.25421838915334405,0.22897013592859466,0.09068257329415948,0.0,0,325,5678.37123076923,0.0,112.0
CUST000163,33240.791176470586,0.25390201151436537,0.7975104839271114,0.26728258839312335,0.0,0.07042950152757921,0.0,0,158,4784.381898734177,18.0,0.0
CUST000164,76479.42944444444,0.05369751461336113,0.9490389662415929,0.0,0.0,0.10331409884631797,1.0,0,170,8937.732647058823,18.0,0.0
CUST000165,61636.801666666666,0.05831749851467006,0.9448960273296835,0.0,0.2599726247602634,0.09232238715825646,1.0,0,173,8674.901445086707,18.0,0.0
CUST000166,129732.06666666668,0.30949512220835995,0.763653092738199,0.0,0.23396146981907837,0.10764489307278265,0.0,0,289,10840.444948096885,0.0,99.0
CUST000167,30203.14166666667,0.061865474453048776,0.9417388775306827,0.0,0.0,0.06377127250651168,1.0,0,130,4451.144461538462,18.0,0.0
CUST000168,64238.62666666667,0.0380567681115243,0.9633384519222791,0.14144719158587243,0.25630468715568916,0.09146946444337298,2.0,0,195,8835.588974358974,18.0,0.0
CUST000169,37077.31277777778,0.26761262077156167,0.7888845406030487,0.0,0.0,0.0779124844583382,0.0,0,219,3284.884794520548,0.0,99.0
CUST000170,76846.09333333332,0.06205091640389012,0.9415744429523258,0.1294798778464615,0.0,0.09354178259101556,0.0,0,178,9504.044157303371,18.0,0.0
CUST000171,34465.63333333333,0.04290285228367836,0.9588620817464134,0.11599939972410521,0.0,0.09531905695431876,1.0,0,176,4271.268238636363,18.0,0.0
CUST000172,46141.10611111111,0.4183806938422241,0.7050293368638002,0.14918535341667083,0.0,0.12029287069419697,1.0,0,266,3966.3043233082713,0.0,96.0
CUST000173,102742.0261111111,0.24292869965912378,0.8045513795556032,0.0,0.0,0.08528341212659775,0.0,0,218,9206.770183486238,0.0,95.0
CUST000174,150691.29055555555,0.3379890416077958,0.7473902766784615,0.11845214176150703,0.22155216129629376,0.09526591640408268,1.0,0,289,13471.828200692042,0.0,93.0
CUST000175,94751.69,0.03203280606419363,0.9689614459191899,0.12695812250595917,0.2547034429324339,0.11679911871639324,1.0,0,231,11065.069047619048,18.0,0.0
CUST000176,52423.583333333336,0.3681873221963652,0.7308940696765774,0.0,0.0,0.08732743797983201,2.0,0,253,4060.060395256917,0.0,112.0
CUST000177,34089.471666666665,0.04319571847128431,0.9585928913372228,0.12793448169375332,0.0,0.07432306119799223,1.0,0,150,4919.886466666668,18.0,0.0
CUST000178,35262.080555555556,0.04697211373728589,0.9551352771282384,0.0,0.0,0.08860265303876552,1.0,0,160,4322.333812499999,18.0,0.0
