customer_id,login_count,calculator_use_count_30d,calculator_use_count_total,product_page_view_count_30d,product_page_view_count_total,customer_care_chat_count,sms_click_count,preferred_product,product_view_concentration,days_since_last_intent_event,avg_session_duration,age,occupation_type,city_tier,existing_loan_count,residence_type,relationship_tenure_years,bureau_score_proxy
CUST000057,108,8,8,15,15,0,0,mortgage,1.0,1,189.77862595419847,32,salaried,tier2,1,owned,3.3,544
CUST000058,50,0,0,1,1,0,1,auto,1.0,18,160.90384615384616,46,salaried,metro,1,owned,1.4,704
CUST000059,89,3,3,4,4,0,0,mortgage,1.0,7,160.98958333333334,28,salaried,tier2,1,owned,5.2,744
CUST000060,97,10,10,8,8,2,0,mortgage,1.0,999,172.0854700854701,42,self_employed,tier3,1,owned,3.8,579
CUST000061,78,3,3,8,8,1,1,home,1.0,999,177.4065934065934,21,salaried,tier2,2,rented,1.0,567
CUST000062,88,6,6,8,8,0,0,auto,1.0,1,184.37254901960785,32,salaried,metro,0,owned,0.1,678
CUST000063,67,1,1,2,2,0,1,personal,1.0,3,171.74647887323943,36,self_employed,metro,1,owned,0.0,692
CUST000064,79,2,2,5,5,2,0,home,1.0,999,165.7159090909091,39,salaried,metro,0,owned,1.4,739
CUST000065,68,1,1,3,3,0,0,mortgage,1.0,5,184.25,40,business_owner,metro,1,owned,1.1,714
CUST000066,87,7,7,10,10,0,1,home,1.0,999,184.1904761904762,41,salaried,tier2,0,owned,5.3,622
CUST000067,88,6,6,6,6,2,0,personal,1.0,2,172.45098039215685,32,salaried,metro,1,rented,0.2,773
CUST000068,82,4,4,4,4,0,1,auto,1.0,999,157.41758241758242,31,business_owner,metro,1,owned,3.3,623
CUST000069,98,6,6,5,5,0,0,mortgage,1.0,1,174.14678899082568,41,salaried,metro,1,owned,2.6,652
CUST000070,93,11,11,10,10,2,0,mortgage,1.0,1,184.6206896551724,33,self_employed,tier3,1,rented,9.7,731
CUST000071,101,10,10,11,11,0,3,auto,1.0,1,186.192,24,self_employed,metro,1,rented,0.7,741
CUST000072,100,9,9,19,19,1,1,home,1.0,1,191.33846153846153,25,salaried,metro,1,rented,1.3,743
CUST000073,69,3,3,2,2,0,1,mortgage,1.0,4,169.66666666666666,27,self_employed,tier2,0,owned,2.3,663
CUST000074,101,2,2,3,3,0,0,home,1.0,9,157.85849056603774,38,business_owner,metro,0,rented,0.5,686
CUST000075,91,10,10,6,6,2,1,home,1.0,999,176.5,36,business_owner,tier3,0,rented,1.8,602
CUST000076,71,4,4,3,3,0,0,mortgage,1.0,5,181.97435897435898,40,salaried,metro,1,owned,8.1,760
CUST000077,67,2,2,2,2,0,2,auto,1.0,4,159.57534246575344,31,salaried,tier2,1,rented,3.1,626
CUST000078,81,0,0,2,2,0,1,mortgage,1.0,14,176.8095238095238,36,self_employed,tier2,0,owned,2.7,475
CUST000079,95,5,5,5,5,1,0,mortgage,1.0,1,179.03773584905662,40,salaried,tier3,0,owned,15.0,640
CUST000080,82,1,1,3,3,0,1,home,1.0,3,174.95402298850576,32,salaried,tier2,0,rented,0.8,602
CUST000081,84,0,0,9,9,0,1,personal,1.0,1,161.37234042553192,38,salaried,tier3,0,rented,0.0,386
CUST000082,94,11,11,10,10,1,2,auto,1.0,2,160.75423728813558,29,salaried,tier2,0,rented,3.1,603
CUST000083,85,4,4,4,4,1,0,personal,1.0,13,159.8404255319149,32,salaried,tier2,2,rented,3.0,750
CUST000084,71,4,4,2,2,0,1,home,1.0,2,174.7051282051282,31,salaried,tier2,0,rented,7.7,717
CUST000085,79,10,10,7,7,1,1,auto,1.0,999,182.03061224489795,25,salaried,tier2,3,rented,0.8,692
CUST000086,81,3,3,4,4,1,0,home,1.0,3,188.69662921348313,38,salaried,tier2,0,owned,2.9,783
CUST000087,95,6,6,4,4,1,1,home,1.0,999,162.7289719626168,31,business_owner,metro,1,owned,4.0,602
CUST000088,103,12,12,16,16,1,1,auto,1.0,999,188.64661654135338,35,salaried,metro,0,owned,0.2,551
CUST000089,67,0,0,1,1,0,0,personal,1.0,28,163.19117647058823,38,salaried,metro,1,rented,3.9,649
CUST000090,97,5,5,8,8,1,1,home,1.0,999,171.33928571428572,38,salaried,metro,1,owned,1.9,687
CUST000091,77,3,3,6,6,1,0,auto,1.0,1,176.72413793103448,40,salaried,tier2,1,owned,4.4,566
CUST000092,91,2,2,2,2,0,0,personal,1.0,999,167.69473684210527,34,business_owner,metro,0,owned,1.6,664
CUST000093,79,0,0,1,1,0,1,auto,1.0,11,145.23456790123456,31,business_owner,tier2,1,rented,1.3,728
CUST000094,113,15,15,16,16,1,0,personal,1.0,999,199.3793103448276,34,salaried,tier2,0,rented,6.8,704
CUST000095,63,2,2,4,4,0,1,personal,1.0,2,182.25714285714287,21,salaried,tier2,0,rented,1.0,720
CUST000096,76,1,1,4,4,0,0,home,1.0,4,150.14814814814815,23,salaried,tier2,3,owned,0.5,619
CUST000097,92,9,9,10,10,1,0,personal,1.0,1,174.74107142857142,24,salaried,metro,1,owned,0.1,552
CUST000098,83,4,4,8,8,0,2,mortgage,1.0,999,175.7319587628866,27,salaried,metro,1,rented,0.5,547
CUST000099,75,5,5,6,6,0,0,mortgage,1.0,999,189.90697674418604,38,salaried,tier2,1,rented,12.8,757
CUST000100,83,14,14,10,10,0,2,auto,1.0,999,196.77064220183487,27,salaried,tier3,2,rented,1.7,773
CUST000101,105,16,16,12,12,0,0,mortgage,1.0,999,215.9624060150376,31,salaried,tier2,0,rented,2.1,664
CUST000102,93,13,13,14,14,1,2,auto,1.0,999,189.46341463414635,45,salaried,tier2,0,owned,3.5,816
CUST000103,68,1,1,3,3,1,0,mortgage,1.0,6,176.2876712328767,32,salaried,tier2,1,owned,1.5,665
CUST000104,107,9,9,23,23,2,1,auto,1.0,1,194.1549295774648,40,salaried,tier2,1,rented,5.3,633
CUST000105,92,5,5,3,3,0,1,personal,1.0,3,172.66336633663366,27,salaried,tier2,1,rented,5.2,528
CUST000106,80,6,6,10,10,3,0,home,1.0,999,188.42424242424244,33,salaried,tier2,2,owned,0.6,623
CUST000107,83,7,7,6,6,3,2,home,1.0,999,183.8118811881188,27,salaried,metro,0,rented,0.2,775
CUST000108,74,4,4,2,2,0,1,mortgage,1.0,2,169.80246913580248,32,salaried,metro,3,rented,0.2,794
CUST000109,66,0,0,0,0,0,0,none,0.0,999,153.87878787878788,41,salaried,metro,1,owned,4.5,751
CUST000110,98,18,18,11,11,3,1,auto,1.0,999,189.51908396946564,21,self_employed,tier2,0,rented,2.8,699
CUST000111,63,0,0,1,1,1,0,home,1.0,2,163.09230769230768,38,business_owner,tier3,1,owned,4.5,798
CUST000112,82,4,4,3,3,0,0,personal,1.0,999,161.0,36,salaried,metro,0,owned,1.7,592
CUST000113,66,2,2,4,4,1,0,home,1.0,999,190.93150684931507,30,salaried,metro,0,rented,2.3,761
CUST000114,97,4,4,11,11,1,2,personal,1.0,999,164.4,23,self_employed,tier3,0,rented,4.8,705
CUST000115,78,6,6,1,1,1,1,personal,1.0,1,175.98850574712642,35,self_employed,metro,1,owned,3.0,698
CUST000116,89,7,7,6,6,4,0,home,1.0,1,176.29245283018867,30,salaried,tier3,0,rented,3.5,526
CUST000117,101,11,11,10,10,2,2,personal,1.0,999,180.25396825396825,36,salaried,metro,2,owned,0.4,710
CUST000118,93,7,7,8,8,0,0,personal,1.0,1,181.00925925925927,35,salaried,metro,0,rented,1.0,733
CUST000119,71,6,6,4,4,2,1,home,1.0,999,177.91666666666666,47,salaried,tier2,3,owned,0.2,488
CUST000120,79,6,6,4,4,1,1,home,1.0,5,174.21978021978023,33,salaried,metro,0,rented,0.4,751
CUST000121,98,5,5,9,9,0,1,mortgage,1.0,1,175.23008849557522,26,salaried,metro,1,owned,1.2,449
CUST000122,82,4,4,2,2,1,1,mortgage,1.0,6,176.32222222222222,36,salaried,metro,1,rented,1.3,552
CUST000123,108,7,7,8,8,0,2,mortgage,1.0,999,181.008,36,salaried,metro,0,rented,0.3,671
CUST000124,95,3,3,9,9,2,1,home,1.0,999,175.04545454545453,45,salaried,metro,2,rented,4.0,797
CUST000125,84,6,6,4,4,0,2,home,1.0,1,188.04166666666666,41,self_employed,tier3,0,rented,1.8,643
CUST000126,101,8,8,4,4,2,0,personal,1.0,999,171.84347826086957,37,salaried,metro,1,rented,5.7,672
CUST000127,75,1,1,1,1,2,0,personal,1.0,3,182.9493670886076,46,salaried,metro,0,owned,1.2,573
CUST000128,77,10,10,3,3,1,0,home,1.0,999,170.14285714285714,25,salaried,metro,0,rented,3.1,637
CUST000129,83,7,7,6,6,1,1,auto,1.0,999,179.48979591836735,29,self_employed,tier3,0,owned,0.3,675
CUST000130,69,0,0,0,0,0,1,none,0.0,999,158.05714285714285,27,salaried,tier3,0,rented,0.3,801
CUST000131,90,1,1,2,2,0,0,personal,1.0,19,157.53763440860214,31,salaried,tier3,0,rented,1.5,612
CUST000132,69,1,1,0,0,0,0,mortgage,1.0,17,168.92857142857142,23,salaried,tier3,0,rented,4.1,620
CUST000133,83,4,4,6,6,3,2,home,1.0,10,164.73469387755102,40,self_employed,metro,0,owned,6.2,751
CUST000134,75,1,1,2,2,0,1,personal,1.0,9,175.67088607594937,33,self_employed,tier2,0,rented,6.3,607
CUST000135,83,9,9,9,9,0,3,auto,1.0,999,178.1346153846154,23,business_owner,metro,2,owned,0.2,640
CUST000136,89,16,16,22,22,2,1,auto,1.0,1,203.6153846153846,26,self_employed,tier3,1,owned,1.6,694
CUST000137,85,8,8,10,10,2,1,mortgage,1.0,1,208.22641509433961,37,salaried,tier2,0,rented,1.3,572
CUST000138,89,4,4,7,7,1,0,personal,1.0,1,174.7128712871287,41,salaried,metro,0,rented,5.8,495
CUST000139,93,8,8,8,8,0,0,personal,1.0,1,197.954128440367,50,salaried,tier3,1,owned,4.2,776
CUST000140,97,8,8,5,5,0,1,home,1.0,999,175.8108108108108,58,self_employed,tier3,2,owned,3.8,690
CUST000141,81,8,8,6,6,1,2,home,1.0,999,196.14285714285714,38,salaried,tier3,1,owned,6.6,540
CUST000142,79,1,1,10,10,0,1,home,1.0,999,171.58241758241758,27,salaried,metro,2,owned,1.5,725
CUST000143,66,0,0,1,1,0,0,mortgage,1.0,3,162.62686567164178,21,business_owner,metro,0,rented,2.5,860
CUST000144,78,0,0,1,1,0,1,mortgage,1.0,7,162.075,37,salaried,metro,1,owned,0.7,787
CUST000145,76,8,8,3,3,0,2,auto,1.0,999,200.7865168539326,28,salaried,tier2,1,rented,7.3,867
CUST000146,79,4,4,8,8,3,1,auto,1.0,2,184.9157894736842,31,salaried,tier2,0,rented,2.7,569
CUST000147,96,11,11,10,10,1,2,home,1.0,999,194.76666666666668,30,business_owner,metro,0,owned,1.0,702
CUST000148,85,10,10,1,1,1,0,personal,1.0,999,161.28865979381445,33,business_owner,tier3,0,owned,6.6,711
CUST000149,87,9,9,3,3,1,1,home,1.0,3,182.4950495049505,43,salaried,metro,1,owned,0.7,644
CUST000150,71,0,0,1,1,2,2,personal,1.0,7,164.28947368421052,36,business_owner,tier2,1,rented,0.2,650
CUST000151,72,5,5,1,1,0,0,personal,1.0,2,165.69230769230768,33,business_owner,tier3,0,rented,5.5,388
CUST000152,87,2,2,5,5,3,1,mortgage,1.0,6,183.76530612244898,26,self_employed,tier2,0,rented,0.9,807
CUST000153,75,4,4,5,5,3,2,personal,1.0,999,169.06741573033707,21,business_owner,metro,1,rented,1.5,534
CUST000154,52,0,0,1,1,0,0,personal,1.0,5,167.33962264150944,31,salaried,metro,0,rented,0.7,736
CUST000155,86,1,1,3,3,1,1,personal,1.0,999,153.56521739130434,34,self_employed,metro,1,rented,4.5,680
CUST000156,84,8,8,3,3,0,1,auto,1.0,999,173.5625,49,salaried,tier2,1,owned,1.4,627
CUST000157,104,5,5,4,4,1,2,mortgage,1.0,3,177.54310344827587,36,self_employed,tier2,1,owned,6.6,636
CUST000158,82,9,9,8,8,0,0,mortgage,1.0,2,176.64646464646464,42,salaried,metro,0,owned,3.6,672
CUST000159,85,6,6,5,5,1,0,personal,1.0,999,184.18556701030928,31,self_employed,tier3,2,owned,1.3,737
CUST000160,91,3,3,2,2,1,0,auto,1.0,4,160.02061855670104,25,business_owner,tier2,1,owned,3.6,765
CUST000161,78,8,8,1,1,1,2,home,1.0,2,168.5,27,salaried,tier3,0,owned,3.3,643
CUST000162,77,5,5,4,4,1,1,home,1.0,5,193.01136363636363,29,business_owner,tier2,2,rented,1.5,571
CUST000163,88,4,4,4,4,0,1,mortgage,1.0,4,183.27835051546393,52,salaried,tier3,2,owned,1.4,568
CUST000164,123,11,11,12,12,1,0,mortgage,1.0,999,177.02721088435374,28,salaried,metro,0,owned,2.8,748
CUST000165,79,9,9,11,11,1,2,mortgage,1.0,999,195.18627450980392,41,salaried,metro,0,rented,0.4,630
CUST000166,110,12,12,15,15,1,1,mortgage,1.0,999,200.28776978417267,27,self_employed,tier3,0,rented,15.0,587
CUST000167,90,4,4,6,6,1,3,auto,1.0,1,179.20192307692307,42,salaried,tier3,0,owned,0.6,588
CUST000168,86,4,4,3,3,2,1,personal,1.0,1,191.33333333333334,38,salaried,tier2,1,rented,1.2,621
CUST000169,69,6,6,5,5,1,0,mortgage,1.0,1,161.41975308641975,33,self_employed,metro,0,owned,2.6,564
CUST000170,77,3,3,0,0,1,0,mortgage,1.0,8,149.93827160493828,34,salaried,metro,1,owned,1.2,677
CUST000171,80,5,5,7,7,1,0,mortgage,1.0,999,189.01075268817203,29,salaried,tier3,1,owned,1.0,767
CUST000172,85,2,2,4,4,1,1,auto,1.0,7,158.05376344086022,38,business_owner,tier3,1,owned,0.1,644
CUST000173,70,5,5,0,0,0,3,personal,1.0,12,170.21794871794873,31,self_employed,metro,0,owned,14.8,520
CUST000174,85,2,2,1,1,1,0,mortgage,1.0,11,160.7078651685393,25,self_employed,metro,1,rented,2.5,733
CUST000175,91,14,14,9,9,4,1,home,1.0,999,192.6638655462185,24,salaried,tier2,1,rented,4.7,754
CUST000176,88,7,7,4,4,1,0,mortgage,1.0,999,177.59,36,business_owner,tier2,0,owned,1.0,734
CUST000177,85,1,1,2,2,0,0,auto,1.0,1,161.89772727272728,47,salaried,tier2,1,owned,0.7,660
CUST000178,81,5,5,5,5,1,1,home,1.0,3,188.09677419354838,36,salaried,tier2,0,owned,4.3,864
CUST000179,84,7,7,1,1,0,0,home,1.0,4,165.33695652173913,34,salaried,tier3,0,rented,2.6,746
CUST000180,75,7,7,2,2,1,0,home,1.0,999,180.9294117647059,37,salaried,metro,1,rented,3.1,875
CUST000181,79,5,5,5,5,0,0,mortgage,1.0,4,174.1685393258427,45,self_employed,tier2,1,owned,6.3,801
CUST000182,70,5,5,6,6,1,0,home,1.0,2,170.28048780487805,36,self_employed,tier2,1,rented,5.3,762
CUST000183,85,5,5,4,4,1,0,home,1.0,999,167.8421052631579,31,salaried,tier2,1,owned,0.7,623
CUST000184,91,13,13,12,12,0,2,personal,1.0,1,188.82203389830508,43,salaried,tier3,1,owned,0.1,569
CUST000185,91,5,5,5,5,1,1,auto,1.0,999,184.64077669902912,38,self_employed,tier2,0,owned,0.4,665
CUST000186,90,7,7,5,5,0,1,personal,1.0,999,177.24271844660194,47,business_owner,tier2,0,owned,6.9,662
CUST000187,77,3,3,2,2,2,0,auto,1.0,999,165.71428571428572,36,salaried,metro,0,rented,0.4,581
CUST000188,83,5,5,4,4,0,1,home,1.0,4,167.61290322580646,25,salaried,tier2,0,rented,1.2,643
CUST000189,82,5,5,7,7,1,3,home,1.0,2,165.1530612244898,24,salaried,metro,1,rented,1.9,637
CUST000190,75,8,8,9,9,4,2,mortgage,1.0,1,175.62244897959184,48,salaried,metro,1,owned,3.7,597
CUST000191,81,4,4,3,3,1,0,home,1.0,1,181.82022471910113,48,salaried,tier2,1,owned,0.9,689
CUST000192,93,6,6,11,11,3,0,auto,1.0,999,162.86725663716814,33,salaried,tier2,1,rented,7.5,587
CUST000193,71,3,3,7,7,1,0,mortgage,1.0,1,188.6341463414634,31,self_employed,tier3,0,rented,1.8,676
CUST000194,86,1,1,1,1,0,1,personal,1.0,13,150.8426966292135,46,salaried,tier2,0,rented,10.7,545
CUST000195,87,2,2,5,5,1,0,home,1.0,8,177.13684210526316,26,salaried,tier3,1,rented,2.3,639
CUST000196,66,5,5,6,6,0,0,home,1.0,1,195.83116883116884,27,salaried,metro,0,rented,4.3,648
CUST000197,79,1,1,2,2,1,2,mortgage,1.0,3,154.23529411764707,40,business_owner,tier2,2,owned,2.2,543
CUST000198,87,6,6,6,6,0,0,personal,1.0,2,184.43434343434345,31,salaried,tier3,0,rented,0.6,686
CUST000199,88,4,4,3,3,1,1,mortgage,1.0,1,166.10309278350516,34,salaried,tier2,1,owned,4.5,671
CUST000200,73,1,1,1,1,1,0,auto,1.0,18,163.48684210526315,33,salaried,tier3,1,owned,0.7,613
CUST000201,89,8,8,9,9,3,1,auto,1.0,1,174.8181818181818,37,self_employed,tier2,1,owned,12.4,639
CUST000202,115,25,25,13,13,0,3,personal,1.0,999,189.21153846153845,46,business_owner,metro,0,owned,0.0,695
CUST000203,70,1,1,1,1,1,0,personal,1.0,7,164.36986301369862,35,salaried,tier2,0,rented,11.6,632
CUST000204,80,10,10,10,10,4,0,home,1.0,4,198.02884615384616,40,salaried,metro,0,owned,0.2,716
CUST000205,98,9,9,6,6,1,1,home,1.0,7,180.62608695652173,21,salaried,metro,0,rented,3.3,586
CUST000206,90,1,1,3,3,0,0,personal,1.0,7,157.24468085106383,34,self_employed,metro,0,rented,2.4,638
CUST000207,64,1,1,1,1,3,0,home,1.0,1,139.56521739130434,28,business_owner,metro,0,rented,15.0,599
CUST000208,101,2,2,7,7,0,2,personal,1.0,999,172.97321428571428,25,salaried,metro,0,rented,6.6,660
CUST000209,74,3,3,6,6,0,0,personal,1.0,3,179.10843373493975,27,salaried,tier3,2,owned,0.3,679
CUST000210,71,0,0,0,0,0,0,none,0.0,999,142.26760563380282,32,self_employed,metro,1,owned,1.9,548
CUST000211,89,7,7,9,9,0,0,personal,1.0,3,201.46666666666667,42,self_employed,tier3,0,rented,5.5,733
CUST000212,85,2,2,6,6,2,0,home,1.0,1,156.70526315789473,24,salaried,tier2,1,owned,7.1,874
CUST000213,86,7,7,9,9,1,0,auto,1.0,999,184.04854368932038,35,salaried,metro,0,owned,0.4,670
CUST000214,85,4,4,5,5,3,1,personal,1.0,2,189.58163265306123,31,salaried,metro,1,rented,2.2,601
CUST000215,91,6,6,5,5,2,1,mortgage,1.0,999,179.1809523809524,32,self_employed,tier3,0,rented,1.1,653
CUST000216,86,3,3,10,10,0,0,home,1.0,2,163.03030303030303,43,self_employed,tier2,1,owned,3.6,625
CUST000217,103,10,10,2,2,2,1,personal,1.0,999,170.16101694915255,39,self_employed,tier3,0,rented,5.7,619
CUST000218,98,7,7,7,7,1,0,home,1.0,3,176.93805309734512,45,self_employed,metro,3,rented,1.9,720
CUST000219,89,6,6,4,4,1,0,personal,1.0,999,181.58,33,salaried,tier2,2,rented,0.2,515
CUST000220,85,6,6,7,7,1,1,home,1.0,999,172.62,29,salaried,tier3,0,rented,2.4,704
CUST000221,76,1,1,2,2,2,1,mortgage,1.0,4,178.8048780487805,33,salaried,tier3,1,owned,1.9,796
CUST000222,71,0,0,1,1,1,0,home,1.0,6,163.6164383561644,36,business_owner,metro,1,rented,0.8,790
CUST000223,88,5,5,6,6,2,0,personal,1.0,3,183.25742574257427,36,salaried,tier3,1,rented,2.6,747
CUST000224,99,7,7,4,4,2,0,personal,1.0,6,185.58035714285714,26,salaried,metro,0,rented,2.2,595
CUST000225,93,9,9,12,12,0,0,mortgage,1.0,999,182.35087719298247,35,salaried,tier3,0,rented,5.6,811
CUST000226,77,9,9,5,5,0,0,auto,1.0,6,181.97802197802199,36,self_employed,tier2,1,owned,4.0,687
CUST000227,110,11,11,9,9,0,2,home,1.0,999,183.2651515151515,55,self_employed,tier2,0,rented,0.6,808
CUST000228,73,7,7,8,8,0,0,mortgage,1.0,4,179.86363636363637,50,self_employed,metro,0,rented,1.6,777
CUST000229,67,0,0,0,0,2,0,none,0.0,999,171.20289855072463,28,salaried,tier3,0,owned,1.4,708
CUST000230,56,5,5,4,4,0,0,mortgage,1.0,999,180.04615384615386,32,business_owner,metro,0,owned,3.6,607
CUST000231,96,4,4,9,9,1,2,home,1.0,1,178.70535714285714,23,self_employed,tier2,0,owned,0.3,867
CUST000232,96,7,7,12,12,2,0,home,1.0,999,172.5897435897436,30,self_employed,tier2,0,owned,6.1,519
CUST000233,93,5,5,7,7,2,1,personal,1.0,12,184.67592592592592,37,self_employed,tier2,0,owned,1.1,664
CUST000234,90,9,9,13,13,0,0,auto,1.0,999,185.73214285714286,44,business_owner,tier2,1,owned,5.0,528
CUST000235,76,0,0,4,4,1,0,auto,1.0,1,151.87654320987653,29,business_owner,tier2,0,owned,4.8,665
CUST000236,90,8,8,3,3,1,1,personal,1.0,5,179.07766990291262,29,salaried,tier2,1,rented,3.5,712
CUST000237,73,2,2,1,1,0,0,personal,1.0,14,161.92105263157896,21,salaried,tier2,0,owned,2.5,597
