customer_id,rank,percentile,lead_priority_score,intent_probability,affordability_score,estimated_monthly_income,preferred_product,product_fit_multiplier,occupation_type,applied_flag,converted_flag
CUST000390,75,98.5,0.2166517302798348,0.6646221409836801,0.28345852074707334,104164.66,home,1.15,salaried,0,0
CUST002221,76,98.48,0.21643443436738452,0.8201102597030059,0.2639089461528794,97597.086,auto,1.0,salaried,1,1
CUST003093,77,98.46000000000001,0.21530635451884758,0.6781735693215598,0.30236163756052203,110515.06,personal,1.05,self_employed,1,1
CUST003655,78,98.44000000000001,0.2132804780984739,0.4003773605124452,0.5326986466604781,216501.12,personal,1.0,salaried,0,0
CUST004604,79,98.42,0.21279652388201165,0.5032050650631689,0.36772375398555784,132473.11,home,1.15,self_employed,1,0
CUST001758,80,98.4,0.21265064494558267,0.6566369734974942,0.30842677450673683,112552.61,personal,1.05,self_employed,1,1
CUST001196,81,98.38,0.21208336016622711,0.7125387152289514,0.2976446832058535,125551.516,auto,1.0,salaried,1,0
CUST001034,82,98.36,0.21149221509997781,0.4025506577279857,0.5253803739724325,185437.0,home,1.0,salaried,1,1
CUST004640,83,98.34,0.21082854932860395,0.7804377200285609,0.25727753726629504,95369.3,personal,1.05,business_owner,1,1
CUST003418,84,98.32,0.210246244501409,0.3697754951939559,0.5168891720271559,208788.7,mortgage,1.1,salaried,0,0
CUST000745,85,98.3,0.21000047974687616,0.515232148889496,0.4075841932602615,167394.05,auto,1.0,salaried,0,0
CUST003534,86,98.28,0.2095457872093536,0.410287790108171,0.5107287915004918,180514.88,home,1.0,salaried,0,0
CUST003877,87,98.26,0.20947132449340622,0.4061516944983692,0.5157465236039962,182200.56,home,1.0,salaried,0,0
CUST003979,88,98.24000000000001,0.20888276450950294,0.6775235341111787,0.26808985575428984,99001.64,home,1.15,business_owner,1,0
CUST001701,89,98.22,0.2088639460601054,0.684817893773631,0.26521039288292403,98034.3,home,1.15,business_owner,1,1
CUST000699,90,98.2,0.2088638481367607,0.5001400573658408,0.37964610669043714,136478.36,mortgage,1.1,salaried,0,0
CUST003312,91,98.18,0.20865554614896287,0.6985163693716763,0.29871246444324706,109289.14,auto,1.0,business_owner,1,0
CUST002859,92,98.16,0.20618541515524152,0.6403807252386006,0.32197317475228276,117103.45,auto,1.0,salaried,1,1
CUST001020,93,98.14,0.20603704337098275,0.784426737603503,0.250151793895884,92975.445,personal,1.05,salaried,1,1
CUST002737,94,98.11999999999999,0.20306250146992263,0.945513287931777,0.21476430216449216,110238.28,auto,1.0,salaried,1,1
CUST001284,95,98.1,0.20254857730556028,0.3367944749344131,0.546728298656444,192608.72,mortgage,1.1,salaried,1,1
CUST002148,96,98.08,0.20201143665602844,0.8265385429310045,0.24440655355244748,104536.1,auto,1.0,business_owner,1,1
CUST001777,97,98.06,0.20177572356953005,0.5862701545498465,0.2992769622815726,109478.78,home,1.15,salaried,1,1
CUST001223,98,98.04,0.20142441111680065,0.591295813972682,0.34064914101709926,123377.54,auto,1.0,salaried,1,1
CUST002186,99,98.02,0.2006906196764844,0.4161716853789249,0.4193307436772949,172913.17,home,1.15,salaried,0,0
CUST000303,100,98.0,0.20014080371054846,0.513796554297393,0.3541210692629413,147335.34,mortgage,1.1,salaried,1,0
CUST002784,101,97.98,0.1999967425232738,0.4762553864208034,0.4199359172109464,169939.47,home,1.0,business_owner,1,1
CUST002917,102,97.96000000000001,0.1989462673773818,0.664074796012604,0.299584126023066,109581.97,auto,1.0,salaried,1,1
CUST000090,103,97.94,0.19808879970943336,0.4911522479524554,0.4033144519550459,165072.78,home,1.0,salaried,0,0
CUST003370,104,97.92,0.19749096085953974,0.5360519771948318,0.36841755885877514,132706.19,home,1.0,salaried,0,0
CUST002453,105,97.89999999999999,0.19716711755049085,0.8151920690673904,0.2418658436852278,102706.484,auto,1.0,salaried,0,0
CUST001675,106,97.88,0.1940802116826966,0.3787368648012477,0.44560067199103687,158635.44,home,1.15,salaried,1,1
CUST003036,107,97.86,0.1939592935217444,0.5581656000761364,0.31590379351622766,130601.766,mortgage,1.1,business_owner,1,1
CUST000427,108,97.84,0.19360492630065654,0.6036021735730274,0.3207492198953009,147102.53,personal,1.0,self_employed,1,1
CUST000227,109,97.82,0.19222941646190772,0.796265523561075,0.20992496770065316,79461.46,home,1.15,self_employed,1,0
CUST004224,110,97.8,0.19217161499141464,0.7194639535875476,0.25438464956234724,94397.45,personal,1.05,self_employed,1,0
CUST002242,111,97.78,0.19172796504070838,0.6765597841881654,0.26989198325265434,99607.055,personal,1.05,business_owner,1,1
CUST000622,112,97.76,0.19165773698058478,0.3045574613825263,0.5993324781739199,210280.81,personal,1.05,self_employed,0,0
CUST001847,113,97.74000000000001,0.19155122402580507,0.3508743777567768,0.5459253686474274,192338.98,auto,1.0,salaried,0,0
CUST003921,114,97.72,0.19098378301358246,0.4697442116984074,0.3696088564746592,133106.4,mortgage,1.1,salaried,0,0
CUST001864,115,97.7,0.1903779787530114,0.4960754978653137,0.38376815539617665,137863.14,auto,1.0,salaried,1,1
CUST003560,116,97.68,0.189990485283716,0.3572836551433866,0.4624032341241905,164280.17,home,1.15,salaried,1,0
CUST001163,117,97.66,0.18993377040230144,0.3402163900565777,0.5075212983518455,179437.34,mortgage,1.1,salaried,0,0
CUST001324,118,97.64,0.18931803131105157,0.6288431549764947,0.26178924545857823,96884.984,home,1.15,salaried,1,1
CUST001976,119,97.61999999999999,0.18919745350337488,0.4815818479441524,0.3928666628757892,162018.03,personal,1.0,salaried,1,1
CUST002760,120,97.6,0.1890320433179394,0.3269014953241002,0.5782538349374243,233761.39,personal,1.0,salaried,0,0
CUST004026,121,97.58,0.18877381371227614,0.7359913819981547,0.2564891632287475,95104.45,none,1.0,salaried,1,1
CUST004461,122,97.56,0.1879998272813116,0.4679744791925471,0.40173093969929813,164120.08,home,1.0,salaried,1,1
CUST002334,123,97.54,0.18790327476699853,0.4015335569323841,0.4456800600808288,158662.11,personal,1.05,business_owner,0,0
CUST000273,124,97.52,0.18741621736581143,0.4707175019314748,0.39815009341440366,163154.14,auto,1.0,salaried,1,1
CUST003898,125,97.5,0.18698170193849656,0.5325151129115314,0.35112938094127005,126898.32,none,1.0,self_employed,1,1
CUST000428,126,97.48,0.18643065672177053,0.761521274156173,0.2448134583348978,91182.06,mortgage,1.0,self_employed,1,0
CUST000716,127,97.46000000000001,0.1861938864702835,0.4248705390925378,0.4173683383715555,149150.94,personal,1.05,business_owner,0,0
CUST001710,128,97.44,0.1861307377027989,0.5204113221508812,0.3110094044933418,128957.89,home,1.15,salaried,1,1
CUST001442,129,97.42,0.18575470082935844,0.6070654743926313,0.2914170651231663,106838.29,personal,1.05,salaried,1,1
CUST003980,130,97.39999999999999,0.1854093998762723,0.5738925737590748,0.32307335615412375,117473.05,auto,1.0,salaried,1,1
CUST002341,131,97.38,0.1853521494533763,0.4444462784211605,0.4170406153738456,170550.67,home,1.0,salaried,0,0
CUST003493,132,97.36,0.18494245638958345,0.6183351066378038,0.27190677676853275,100283.914,mortgage,1.1,salaried,1,1
CUST003272,133,97.34,0.1846855903472526,0.4972002057761638,0.3714511542869248,133725.31,home,1.0,salaried,1,1
CUST003962,134,97.32,0.18454504219519877,0.5294824434597926,0.3485385483026173,144097.75,personal,1.0,salaried,1,1
CUST002073,135,97.3,0.18429016990774333,0.5063093055962582,0.34665459550360916,125395.04,personal,1.05,salaried,1,1
CUST001849,136,97.28,0.18407099248391656,0.7276592958149248,0.2409172921115645,89873.164,personal,1.05,salaried,1,1
CUST000614,137,97.26,0.18336336221662844,0.5336460893286178,0.3272426745586219,118873.71,personal,1.05,salaried,1,0
CUST003305,138,97.24000000000001,0.18327998866013542,0.7728571414319011,0.23714601164267665,102532.625,auto,1.0,salaried,1,1
CUST001968,139,97.22,0.1831727006557285,0.3832879563632991,0.4344530898902462,154890.47,mortgage,1.1,salaried,0,0
CUST001413,140,97.2,0.1829601519623314,0.7236650910455883,0.2528243440594616,109084.93,personal,1.0,salaried,1,1
CUST002468,141,97.18,0.18241602462547496,0.5458752341060149,0.3341716444128839,121201.46,home,1.0,self_employed,1,0
CUST001307,142,97.16,0.18183954717291112,0.425068190838975,0.38889919973034043,160562.34,mortgage,1.1,salaried,0,0
CUST002914,143,97.14,0.18177456898575858,0.6919283323727552,0.26270722050420836,111628.8,personal,1.0,salaried,1,1
CUST004555,144,97.11999999999999,0.1800717381846054,0.4036409966951707,0.44611855500048575,158809.42,home,1.0,salaried,1,1
CUST001584,145,97.1,0.17968772119253354,0.7953188567081493,0.21517302349503645,81224.516,personal,1.05,salaried,1,1
CUST003974,146,97.08,0.17940804706170238,0.6116686642567226,0.2933092007904516,124036.625,personal,1.0,salaried,0,0
CUST000102,147,97.06,0.17934540637313812,0.6417458990983739,0.27946482653821536,102823.0,auto,1.0,salaried,1,1
CUST004256,148,97.04,0.17836928979447553,0.5548135520070853,0.2922673738349649,119480.33,mortgage,1.1,business_owner,1,1
CUST001151,149,97.02,0.1782050555905829,0.5481080958213567,0.30964530875635154,112961.97,personal,1.05,salaried,0,0
CUST004835,150,97.0,0.17794995244567607,0.8105876554385234,0.21953202870996863,95176.484,mortgage,1.0,salaried,1,0
CUST002841,151,96.98,0.17772510670344638,0.7426858611701445,0.23930051182532303,138852.05,personal,1.0,salaried,1,0
CUST001414,152,96.96000000000001,0.1771265692640826,0.3541651467166211,0.45465838569733485,161678.33,mortgage,1.1,salaried,0,0
CUST004093,153,96.94,0.1770498407408811,0.6628238288433211,0.2543947405118933,94400.84,personal,1.05,salaried,1,1
CUST003335,154,96.92,0.17646752400106833,0.6831557854767274,0.2583122733534691,95716.914,auto,1.0,salaried,1,1
CUST001641,155,96.89999999999999,0.17643078446490074,0.6319997005374635,0.24275023123787937,90488.93,home,1.15,salaried,1,1
CUST001903,156,96.88,0.1762723105916622,0.6762918567337103,0.26064532470197904,96500.69,auto,1.0,salaried,1,1
CUST001402,157,96.86,0.17602077532807642,0.5240821480983062,0.29205639672892225,107053.07,home,1.15,salaried,0,0
CUST001975,158,96.84,0.1754693459577822,0.2930756314942854,0.5442881293849838,220948.22,mortgage,1.1,salaried,0,0
CUST001811,159,96.82,0.1752395165842686,0.6341274031627703,0.2512249914538896,105754.61,mortgage,1.1,self_employed,1,0
CUST000173,160,96.8,0.1748045720232675,0.646168405214854,0.25764265699234973,95491.96,personal,1.05,self_employed,1,1
CUST003922,161,96.78,0.17419795944229002,0.8646659271997128,0.20146273140014148,87143.59,mortgage,1.0,salaried,1,1
CUST002921,162,96.76,0.17396155386723716,0.6928681833607804,0.2510745305455228,125591.67,home,1.0,salaried,1,1
CUST000598,163,96.74000000000001,0.17372299178230996,0.5250489059432234,0.3151143950426512,114799.28,personal,1.05,salaried,1,1
CUST001637,164,96.72,0.17265754830775007,0.6582449285842067,0.2622998534589738,97056.52,home,1.0,business_owner,1,0
CUST000412,165,96.7,0.17248658701453848,0.6865226898248309,0.21847542514967924,82333.94,home,1.15,salaried,1,1
CUST002247,166,96.67999999999999,0.17207578572952098,0.4472430951257119,0.349770704536897,126441.88,mortgage,1.1,self_employed,1,1
CUST001068,167,96.66,0.17173859971787409,0.5363316103241547,0.32020972922717833,116511.03,auto,1.0,self_employed,1,1
CUST001160,168,96.64,0.1710445368402202,0.5931149485255248,0.25076821993917464,93182.53,home,1.15,self_employed,1,1
CUST003103,169,96.61999999999999,0.17102732985241342,0.667142096301106,0.2563581743689315,95060.445,mortgage,1.0,business_owner,1,1
CUST003622,170,96.6,0.17096868927632974,0.5493867026781081,0.27060797928482916,99847.59,home,1.15,salaried,1,1
CUST001343,171,96.58,0.1707658592578599,0.4797406440639963,0.3235950344322071,117648.305,mortgage,1.1,salaried,0,0
CUST004677,172,96.56,0.17038415451136546,0.5236614241713962,0.29579166761140985,125999.23,mortgage,1.1,salaried,1,0
CUST003924,173,96.54,0.17035064393208246,0.6649032159204024,0.25620366972698727,95008.54,auto,1.0,salaried,1,1
CUST004713,174,96.52000000000001,0.1693290840192079,0.6481568959500719,0.26124706082314286,96702.84,auto,1.0,self_employed,1,1
CUST003161,175,96.5,0.168716964012347,0.4156259756092979,0.35298660838972684,146553.3,home,1.15,salaried,0,0
CUST003545,176,96.48,0.16871533799143487,0.4353606581652624,0.3690762388928643,132927.47,personal,1.05,self_employed,0,0
CUST003029,177,96.46000000000001,0.16818825335298146,0.563713324877301,0.2983577750084046,109169.984,home,1.0,salaried,1,1
CUST001723,178,96.44,0.16808514254362705,0.5346099570027276,0.31440705572711486,132414.95,personal,1.0,salaried,0,0
CUST002805,179,96.41999999999999,0.1680122314212292,0.5087080721171915,0.31454513451427446,114608.04,personal,1.05,salaried,1,1
CUST004097,180,96.39999999999999,0.167699268410383,0.8897668976616384,0.1884755084181114,72255.63,home,1.0,business_owner,1,0
CUST001759,181,96.38,0.16767726635458488,0.3525725877350553,0.43234750461858434,154183.11,mortgage,1.1,salaried,1,1
CUST003776,182,96.36,0.167552954928174,0.8670901426051284,0.16803122826299252,74811.97,home,1.15,salaried,1,0
CUST000099,183,96.34,0.1675200909365246,0.5317879062708784,0.28637543269534976,120898.86,mortgage,1.1,salaried,1,1
CUST004366,184,96.32000000000001,0.16716991084063973,0.4643735404603101,0.35999017229735486,129875.055,home,1.0,self_employed,1,1
CUST003804,185,96.3,0.16692908153463912,0.522587143913309,0.2903892915345229,122420.52,mortgage,1.1,salaried,1,1
CUST004178,186,96.28,0.1666753828526915,0.3799967378146222,0.4177363752452666,149274.58,personal,1.05,self_employed,0,0
CUST001865,187,96.26,0.16551508011614474,0.4224130384182668,0.39183231828240656,161906.1,personal,1.0,self_employed,1,1
CUST002835,188,96.24000000000001,0.165512531344122,0.4479038423151995,0.33593357183053446,121793.37,mortgage,1.1,self_employed,1,1
CUST001430,189,96.22,0.1652484702919854,0.5626298716470156,0.2937072463078524,107607.664,home,1.0,business_owner,1,1
CUST000478,190,96.2,0.16502766027511498,0.6965239808427537,0.20602637845875627,78151.75,home,1.15,salaried,0,0
CUST001093,191,96.17999999999999,0.16469056432399698,0.5775364023341933,0.24796564474532387,92241.02,home,1.15,salaried,1,0
CUST003676,192,96.16,0.16461585905009643,0.592992295399592,0.2776020200046088,116221.945,auto,1.0,salaried,1,1
CUST003086,193,96.14,0.16458378026607937,0.5674094530633202,0.29006175236864196,106382.98,auto,1.0,salaried,1,1
CUST004286,194,96.12,0.16450810554178152,0.7914943630114156,0.20784494903523254,90352.82,auto,1.0,salaried,1,1
CUST002599,195,96.1,0.16301719175567522,0.7215962093804958,0.19644515581538638,74932.99,home,1.15,salaried,1,1
CUST000496,196,96.08,0.16299107741602326,0.540408226254427,0.2872450677055143,105436.73,personal,1.05,salaried,1,1
CUST000546,197,96.06,0.16274967719970823,0.5085910413241596,0.32000106957443797,133907.39,personal,1.0,salaried,1,1
CUST001553,198,96.04,0.1621839132371576,0.5753715636809903,0.2818768313810501,103633.3,auto,1.0,salaried,1,1
CUST001071,199,96.02,0.1619172457808329,0.8307486378981382,0.19490521969496905,98598.13,mortgage,1.0,salaried,1,0
CUST003382,200,96.0,0.16164879895328202,0.5640342952864762,0.28659391867506867,105217.98,auto,1.0,salaried,1,1
CUST002660,201,95.98,0.16116741493382228,0.6431340821069077,0.2505969119313934,93124.98,auto,1.0,self_employed,1,1
CUST004537,202,95.96000000000001,0.16109718994373073,0.4992863809413942,0.3072903668936935,112170.84,personal,1.05,salaried,0,0
CUST001799,203,95.94,0.16024746247505547,0.6075746833203556,0.25118991149299447,93324.195,personal,1.05,salaried,1,1
CUST004556,204,95.92,0.1598610051771321,0.8533377132877844,0.18733615389059882,71872.87,mortgage,1.0,salaried,1,1
CUST001707,205,95.89999999999999,0.1598363732790994,0.5540483455212042,0.2508592468527793,93213.11,home,1.15,business_owner,1,1
CUST002831,206,95.88,0.15968502022437095,0.4886118937797333,0.2841857537510878,104408.97,home,1.15,self_employed,1,1
CUST003213,207,95.86,0.15963803923129674,0.6363909690961012,0.25084900160987333,156137.66,personal,1.0,salaried,1,1
CUST002508,208,95.84,0.15917041776119234,0.3879206596560214,0.41031693929973356,168078.36,home,1.0,salaried,0,0
CUST002255,209,95.82000000000001,0.15899145138514073,0.416007100805051,0.33233431765835925,120584.22,home,1.15,salaried,0,0
CUST002109,210,95.8,0.1589791767137857,0.322664208150961,0.4927078141849748,174460.83,auto,1.0,business_owner,0,0
CUST001078,211,95.78,0.15886375360346533,0.6867544147332462,0.2203099240569859,82950.23,personal,1.05,salaried,1,1
CUST002428,212,95.76,0.15884887758200944,0.6078975134564025,0.2613086483588682,96723.53,auto,1.0,salaried,1,1
CUST000601,213,95.74000000000001,0.15874045883045268,0.6938915652800134,0.19892903804933154,86113.25,home,1.15,salaried,1,1
CUST002511,214,95.72,0.1584266157618942,0.484455564233228,0.2843651404718685,104469.234,home,1.15,self_employed,0,0
CUST002550,215,95.7,0.15806116151705943,0.6073182253135191,0.2602608565475911,96371.53,home,1.0,business_owner,1,1
CUST004302,216,95.67999999999999,0.15782440307241102,0.9459817532832692,0.16683662504550587,64986.164,mortgage,1.0,salaried,1,1
CUST003065,217,95.66,0.15771859966418272,0.3029608345427016,0.4526875845541238,161016.25,home,1.15,business_owner,0,0
CUST001656,218,95.64,0.1572614399582742,0.9514158709926972,0.16529200820897522,73913.76,mortgage,1.0,salaried,1,1
CUST004702,219,95.62,0.1572472734085261,0.6099728478785071,0.2577938902615649,95542.766,mortgage,1.0,salaried,1,1
CUST000602,220,95.6,0.15710137971725507,0.4470899122260586,0.3513865453484469,170387.52,personal,1.0,salaried,1,0
CUST002286,221,95.58,0.15694760226281773,0.4154518769931149,0.3777756485269622,151968.19,personal,1.0,business_owner,1,0
CUST002609,222,95.56,0.15692083044247085,0.4408064995244615,0.32362340518150623,117657.836,mortgage,1.1,salaried,1,0
CUST000805,223,95.54,0.15654217379721433,0.5324056822511659,0.2672981747426964,113294.83,mortgage,1.1,salaried,0,0
CUST000458,224,95.52000000000001,0.1559921045252744,0.3954519067543633,0.3944654251526206,141456.83,home,1.0,business_owner,1,1
CUST003021,225,95.5,0.15585813730716658,0.5631794361865046,0.24064943842308165,89783.18,home,1.15,salaried,0,0
CUST000249,226,95.48,0.15539991939481496,0.7330252104470927,0.21199805570129324,91712.07,home,1.0,salaried,1,1
CUST004448,227,95.46,0.1553826787370895,0.3681315787230039,0.4019853555418054,143983.11,personal,1.05,salaried,0,0
CUST004099,228,95.44,0.15514286687290543,0.596886466185463,0.24754307507052584,92099.06,personal,1.05,salaried,1,0
CUST004694,229,95.42,0.15513805317314627,0.7512757127587607,0.20649949218172325,78310.69,mortgage,1.0,business_owner,1,1
CUST002254,230,95.39999999999999,0.15513034362509165,0.5555896695510496,0.26592140297395145,98273.16,personal,1.05,salaried,1,1
